,Department,CourseNumber,Credits,Prerequisites
775,BIOE,401,1-12,
776,BIOE,402,1-5,
777,BIOE,403,1-12,
778,BIOE,404,1-12,
779,BIOE,405,1-5,
780,BIOE,406,1-12,
781,BIOE,407,1-5,
782,BIOE,408,1-12,
783,BIOE,409,1-12,
784,BIOE,410,1-5,
785,BIOE,410,4,
786,BIOE,510,1-5,
787,BIOE,510,4,
788,BIOE,601,1-16,
789,BIOE,603,1-16,
790,BIOE,607,1-5,
791,BIOE,610,1-5,
792,BIOE,610,4,
793,BI,121,4,
794,BI,123,4,
795,BI,125,4,
796,BI,130,4,
797,BI,132,4,
798,BI,140,4,
799,BI,150,4,
800,BI,170,4,
801,BI,196,1-2,
802,BI,198,1-12,
803,BI,199,1-5,
804,BI,199,4,
805,BI,211,5,"['CH\xa0111', 'CH\xa0113', 'CH 114', 'CH\xa0221', 'CH\xa0224']"
806,BI,212,5,['BI\xa0211']
807,BI,213,5,['BI\xa0211']
808,BI,214,5,"['BI\xa0212', 'CH\xa0223', 'CH\xa0226']"
809,BI,281,6,"['CH\xa0223', 'CH\xa0226']"
810,BI,282,6,['BI\xa0281']
811,BI,283,6,['BI\xa0282']
812,BI,307,4,"['BI\xa0213', 'BI\xa0283']"
813,BI,320,4,"['BI\xa0214', 'BI\xa0282']"
814,BI,322,4,"['BI\xa0214', 'BI\xa0282', 'CH\xa0331']"
815,BI,326,4,"['BI\xa0214', 'BI\xa0282']"
816,BI,328,4,"['BI\xa0214', 'BI\xa0282']"
817,BI,330,3,"['BI\xa0214', 'BI\xa0282']"
818,BI,331,3,"['BI\xa0214', 'BI\xa0282', 'BI\xa0330']"
819,BI,353,4,"['BI\xa0214', 'BI\xa0282']"
820,BI,356,5,"['BI\xa0214', 'BI\xa0281']"
821,BI,357,4,"['BI\xa0213', 'BI\xa0283', 'BI\xa0458', 'BI\xa0474']"
822,BI,358,4,"['BI\xa0214', 'BI\xa0283', 'HPHY\xa0324']"
823,BI,359,4,"['BI\xa0211', 'BI\xa0212', 'BI\xa0213', 'BI\xa0281', 'BI\xa0282', 'BI\xa0283']"
824,BI,360,4,"['BI\xa0214', 'BI\xa0282']"
825,BI,370,5,"['BI\xa0213', 'BI\xa0283']"
826,BI,374,4,"['BI\xa0213', 'BI\xa0283']"
827,BI,380,4,"['BI\xa0213', 'BI\xa0283']"
828,BI,390,4,"['BI\xa0213', 'BI\xa0283']"
829,BI,395,4,"['BI\xa0213', 'BI\xa0283']"
830,BI,399,1-5,"['BI\xa0212', 'BI\xa0213', 'BI\xa0214', 'BI\xa0283']"
831,BI,399,4,"['BI\xa0212', 'BI\xa0213', 'BI\xa0214', 'BI\xa0283']"
832,BI,401,1-16,
833,BI,402,1-6,
834,BI,403,1-12,
835,BI,404,1-16,
836,BI,405,1-16,
837,BI,406,1-12,
838,BI,407,1-2,
839,BI,408,1-12,
840,BI,409,1-12,
841,BI,410,1-16,"['BI\xa0212', 'BI\xa0213', 'BI\xa0214', 'BI\xa0283']"
842,BI,410,4,
843,BI,422,4,"['BI\xa0322', 'BI\xa0356', 'BI\xa0360']"
844,BI,423,4,['BI\xa0320']
845,BI,426,4,"['BI\xa0214', 'BI\xa0282', 'BI\xa0320', 'BI\xa0322']"
846,BI,427,4,['BI\xa0320']
847,BI,428,4,"['BI\xa0320', 'BI\xa0328']"
848,BI,430,4,"['MATH\xa0246', 'MATH\xa0251']"
849,BI,432,5,"['BI\xa0213', 'BI\xa0283']"
850,BI,433,4,"['BI\xa0320', 'BI\xa0322', 'BI\xa0330']"
851,BI,442,5,"['BI\xa0213', 'BI\xa0283']"
852,BI,448,4,"['BI\xa0213', 'BI\xa0283']"
853,BI,451,1-10,"['BI\xa0213', 'BI\xa0283']"
854,BI,454,5,"['BI\xa0213', 'BI\xa0283']"
855,BI,455,1-6,"['BI\xa0213', 'BI\xa0283']"
856,BI,457,1-8,"['BI\xa0212', 'BI\xa0213', 'BI\xa0283']"
857,BI,458,5,"['BI\xa0213', 'BI\xa0283']"
858,BI,461,4,"['BI\xa0353', 'BI\xa0360']"
859,BI,463,4,['BI\xa0360']
860,BI,466,4,"['BI\xa0320', 'BI\xa0328']"
861,BI,468,4,"['BI\xa0213', 'BI\xa0283']"
862,BI,471,4,"['MATH\xa0247', 'MATH\xa0252', 'BI\xa0370']"
863,BI,472,4,['BI\xa0370']
864,BI,474,1-8,"['BI\xa0213', 'BI\xa0283']"
865,BI,484,4,"['BI\xa0320', 'BI\xa0380']"
866,BI,488,4,['BI\xa0380']
867,BI,497,4,"['MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'MATH\xa0320', 'STAT\xa0243', 'DSCI\xa0345', 'MATH\xa0345', 'MATH\xa0461', 'MATH\xa0467', 'MATH\xa0497']"
868,BI,499,4,"['MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'MATH\xa0320', 'STAT\xa0243', 'DSCI\xa0345', 'MATH\xa0345', 'MATH\xa0461', 'MATH\xa0467', 'MATH\xa0499']"
869,BI,503,1-16,
870,BI,507,1-2,
871,BI,508,1-12,
872,BI,510,1-16,
873,BI,510,4,
874,BI,522,4,
875,BI,523,4,
876,BI,526,4,
877,BI,527,4,
878,BI,528,4,
879,BI,530,4,
880,BI,532,5,
881,BI,533,4,
882,BI,542,5,
883,BI,548,4,
884,BI,551,1-8,
885,BI,554,5,
886,BI,555,1-6,
887,BI,557,1-8,
888,BI,558,5,
889,BI,561,4,
890,BI,563,4,
891,BI,566,4,
892,BI,568,4,
893,BI,571,4,
894,BI,572,4,
895,BI,574,1-8,
896,BI,584,4,
897,BI,588,4,
898,BI,597,4,
899,BI,599,4,
900,BI,600,1-5,
901,BI,601,1-16,
902,BI,603,1-16,
903,BI,604,1-16,
904,BI,605,1-16,
905,BI,606,1-16,
906,BI,607,1-3,
907,BI,608,1-16,
908,BI,609,1-12,
909,BI,610,1-5,
910,BI,610,1-2,
911,BI,620,4,
912,BI,621,4,
913,BI,622,4,
914,BI,623,4,
915,BI,624,4,
916,BI,625,4,['BI\xa0624']
917,BLST,196,1-12,
918,BLST,198,1-12,
919,BLST,199,1-5,
920,BLST,299,1-5,
921,BLST,399,1-5,
922,BLST,401,1-12,
923,BLST,403,1-12,
924,BLST,404,1-12,
925,BLST,405,1-5,
926,BLST,407,1-5,
927,BLST,409,1-12,
928,BLST,410,1-5,
929,BRIN,221,4,
930,BRIN,322,4,['BRIN\xa0221']
931,BRIN,323,4,['BRIN\xa0322']
932,BRIN,424,4,['BRIN\xa0323']
933,BA,101,4,
934,BA,199,1-5,
935,BA,211,4,
936,BA,213,4,"['BA\xa0211', 'ACTG 213']"
937,BA,215,4,['BA\xa0101']
938,BA,240,4,
939,BA,252,4,
940,BA,308,4,"['BA\xa0101', 'WR\xa0122', 'WR\xa0123', 'BA\xa0308']"
941,BA,308,4,"['BA\xa0101', 'WR\xa0122', 'WR\xa0123', 'BA\xa0308']"
942,BA,315,4,['BA\xa0101']
943,BA,316,4,['BA\xa0101']
944,BA,317,4,['BA\xa0101']
945,BA,318,4,"['BA\xa0101', 'BA\xa0211', 'BA\xa0215']"
946,BA,322,4,['MGMT\xa0311']
947,BA,325,4,"['BA\xa0101', 'WR\xa0122', 'WR\xa0123']"
948,BA,361,4,['WR\xa0121']
949,BA,365,4,['WR\xa0121']
950,BA,399,1-5,
951,BA,400,1-5,
952,BA,404,1-4,
953,BA,406,1-12,
954,BA,407,1-4,
955,BA,410,1-4,
956,BA,425,4,
957,BA,453,4,
958,BA,453,4,
959,BA,510,1-4,
960,BA,525,4,
961,BA,601,1-16,
962,BA,604,1-9,
963,BA,605,1-16,
964,BA,606,1-12,
965,BA,607,1-5,
966,BA,608,1-16,
967,BA,610,1-6,
968,BA,661,3,['MGMT\xa0614']
969,BA,680,3,['OBA\xa0612']
970,BA,705,1-16,
971,BA,707,1-6,
972,BA,708,1-16,
973,BA,710,1-9,
974,BA,711,3,
975,BA,712,3,
976,BA,713,3,
977,BA,714,3,
978,BA,715,3,
979,BA,716,3,
980,BA,717,3,
981,BA,718,4,
982,BA,719,3,
983,BA,720,3,
984,BA,723,3,
985,BA,725,3,
986,BA,726,3,
987,BA,727,3,
988,BA,729,3,
989,BA,731,3,
990,BA,732,3,
991,BA,735,3,
992,BA,736,3,
993,BA,740,1-9,
994,BA,741,2,
995,BA,742,4,
996,BE,199,1-5,
997,BE,401,1-21,
998,BE,405,1-21,
999,BE,406,1-12,
1000,BE,407,1-4,
1001,BE,409,1-12,
1002,BE,410,1-4,
1003,BE,503,1-16,
1004,BE,510,1-4,
1005,BE,601,1-16,
1006,BE,603,1-16,
1007,BE,605,1-16,
1008,BE,606,1-16,
1009,BE,607,1-5,
1010,BE,608,1-16,
1011,BE,609,1-12,
1012,BE,610,1-5,
1013,BE,625,3,
1014,CH,111,4,"['MATH\xa0111', 'MATH\xa0111']"
1015,CH,113,4,['MATH\xa0101']
1016,CH,196,1-2,
1017,CH,198,1-2,
1018,CH,199,1-5,
1019,CH,221,4,"['CH\xa0111', 'MATH\xa0111', 'MATH\xa0112', 'CH\xa0227', 'CH 237', 'CH\xa0224']"
1020,CH,222,4,"['CH\xa0221', 'CH\xa0224', 'MATH\xa0112', 'CH\xa0228', 'CH 238', 'CH\xa0225']"
1021,CH,223,4,"['CH\xa0222', 'CH\xa0225', 'MATH\xa0112', 'CH\xa0229', 'CH 239', 'CH\xa0226']"
1022,CH,224,4,"['MATH\xa0112', 'MATH\xa0241', 'MATH\xa0246', 'MATH\xa0251', 'MATH\xa0261', 'CH 237', 'CH\xa0221']"
1023,CH,225,4,"['CH\xa0221', 'CH\xa0224', 'MATH\xa0241', 'MATH\xa0246', 'MATH\xa0251', 'MATH\xa0261', 'MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'CH\xa0238', 'CH\xa0222']"
1024,CH,226,4,"['CH\xa0222', 'CH\xa0225', 'MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'STAT\xa0243', 'MATH\xa0247', 'MATH\xa0253', 'MATH 263', 'CH 239', 'CH\xa0223']"
1025,CH,227,2,"['MATH\xa0111', 'MATH\xa0112', 'CH\xa0221', 'CH\xa0224']"
1026,CH,228,2,"['CH\xa0227', 'CH 237', 'MATH\xa0112', 'CH\xa0222', 'CH\xa0225']"
1027,CH,229,2,"['CH\xa0228', 'CH 238', 'MATH\xa0112', 'CH\xa0223', 'CH\xa0226']"
1028,CH,299,1-5,
1029,CH,331,4,"['CH\xa0223', 'CH\xa0226', 'CH\xa0337', 'CH\xa0341']"
1030,CH,335,4,"['CH\xa0331', 'CH\xa0341', 'CH\xa0338', 'CH\xa0342']"
1031,CH,336,4,"['CH\xa0335', 'CH\xa0342', 'CH\xa0343']"
1032,CH,337,3,"['CH\xa0229', 'CH 239', 'CH\xa0331']"
1033,CH,338,3,"['CH\xa0331', 'CH\xa0341', 'CH\xa0337', 'CH\xa0335']"
1034,CH,341,4,"['CH\xa0223', 'CH\xa0226', 'CH\xa0337', 'CH\xa0331']"
1035,CH,342,4,"['CH\xa0331', 'CH\xa0341', 'CH\xa0348', 'CH\xa0335']"
1036,CH,343,4,"['CH\xa0335', 'CH\xa0342', 'CH\xa0349', 'CH\xa0336']"
1037,CH,348,4,"['CH\xa0337', 'CH\xa0331', 'CH\xa0341', 'CH\xa0342']"
1038,CH,349,4,"['CH\xa0348', 'CH\xa0343']"
1039,CH,360,4,"['CH\xa0336', 'CH\xa0343', 'BI\xa0214', 'BI\xa0282', 'CH\xa0462']"
1040,CH,399,1-5,
1041,CH,399,3,
1042,CH,401,1-21,
1043,CH,403,1-12,
1044,CH,405,1-21,
1045,CH,406,1-21,
1046,CH,407,1-5,
1047,CH,408,1-12,
1048,CH,409,1-12,
1049,CH,410,1-5,
1050,CH,410,4,
1051,CH,411,4,"['PHYS\xa0201', 'PHYS\xa0202', 'PHYS\xa0203', 'MATH\xa0253', 'MATH\xa0256', 'MATH\xa0281', 'MATH\xa0282']"
1052,CH,412,4,"['CH\xa0411', 'PHYS\xa0201', 'PHYS\xa0202', 'PHYS\xa0203', 'MATH\xa0253', 'MATH\xa0256', 'MATH\xa0281', 'MATH\xa0282']"
1053,CH,413,4,"['PHYS\xa0201', 'PHYS\xa0202', 'PHYS\xa0203', 'MATH\xa0253', 'MATH\xa0256', 'MATH\xa0281', 'MATH\xa0282']"
1054,CH,417,4,
1055,CH,418,4,"['CH\xa0417', 'CH\xa0412']"
1056,CH,419,4,"['CH\xa0417', 'CH\xa0413']"
1057,CH,420,4,['CH\xa0336']
1058,CH,421,4,['CH\xa0420']
1059,CH,429,5,['CH\xa0417']
1060,CH,431,4,
1061,CH,432,4,['CH\xa0431']
1062,CH,433,4,['CH\xa0431']
1063,CH,441,4,['CH\xa0413']
1064,CH,442,4,['CH\xa0441']
1065,CH,443,4,['CH\xa0442']
1066,CH,445,4,['CH\xa0413']
1067,CH,446,4,['CH\xa0413']
1068,CH,447,4,"['CH\xa0411', 'CH\xa0412', 'PHYS\xa0353']"
1069,CH,451,4,['CH\xa0336']
1070,CH,452,4,
1071,CH,454,4,['CH\xa0411']
1072,CH,461,4,"['CH\xa0336', 'CH\xa0343']"
1073,CH,462,4,"['CH\xa0461', 'CH\xa0360']"
1074,CH,463,4,"['CH\xa0461', 'CH\xa0360']"
1075,CH,464,4,['CH\xa0463']
1076,CH,465,4,['CH\xa0461']
1077,CH,466,4,['CH\xa0461']
1078,CH,467,4,
1079,CH,468,4,['CH\xa0461']
1080,CH,503,1-16,
1081,CH,507,1-5,
1082,CH,508,1-21,
1083,CH,510,1-5,
1084,CH,510,4,
1085,CH,511,4,
1086,CH,512,4,
1087,CH,513,4,
1088,CH,517,4,
1089,CH,518,4,
1090,CH,519,4,
1091,CH,520,4,
1092,CH,521,4,['CH\xa0520']
1093,CH,531,4,
1094,CH,532,4,['CH\xa0531']
1095,CH,533,4,['CH\xa0531']
1096,CH,541,4,['CH\xa0513']
1097,CH,542,4,['CH\xa0541']
1098,CH,543,4,['CH\xa0542']
1099,CH,545,4,['CH\xa0513']
1100,CH,546,4,['CH\xa0513']
1101,CH,547,4,
1102,CH,551,4,['CH\xa0336']
1103,CH,552,4,
1104,CH,554,4,
1105,CH,561,4,
1106,CH,562,4,['CH\xa0561']
1107,CH,563,4,['CH\xa0561']
1108,CH,564,4,
1109,CH,565,4,
1110,CH,566,4,['CH\xa0561']
1111,CH,567,4,
1112,CH,568,4,
1113,CH,601,1-16,
1114,CH,603,1-16,
1115,CH,605,1-16,
1116,CH,606,1-16,
1117,CH,607,1-5,
1118,CH,608,1-16,
1119,CH,609,1-16,
1120,CH,610,1-5,
1121,CH,610,2,
1122,CH,623,1-2,
1123,CH,662,4,
1124,CH,667,4,
1125,CH,668,4,
1126,CH,669,4,
1127,CH,670,4,"['CH\xa0667', 'CH\xa0668', 'CH\xa0669']"
1128,CH,677,4,
1129,CH,678,4,['CH\xa0677']
1130,CH,680,4,
1131,CH,681,4,
1132,CH,682,4,
1133,CH,683,4,
1134,CH,685,4,['CH\xa0681']
1135,CH,686,4,['CH\xa0681']
1136,CH,687,4,['CH\xa0683']
1137,CH,690,2,
1138,CH,691,2,
1139,CH,692,4,['CH\xa0554']
1140,CH,693,4,"['CH\xa0554', 'CH\xa0692']"
1141,CH,694,4,['CH\xa0554']
1142,CH,695,1-10,
1143,CHN,101,5,
1144,CHN,102,5,"['CHN\xa0101', 'CHN\xa0105']"
1145,CHN,103,5,"['CHN\xa0102', 'CHN\xa0106']"
1146,CHN,105,5,"['CHN\xa0101', 'CHN\xa0102']"
1147,CHN,106,5,"['CHN\xa0102', 'CHN\xa0105', 'CHN\xa0103']"
1148,CHN,150,4,
1149,CHN,151,4,
1150,CHN,152,4,
1151,CHN,196,1-2,
1152,CHN,198,1-2,
1153,CHN,199,1-5,
1154,CHN,200,4,
1155,CHN,201,5,['CHN\xa0103']
1156,CHN,202,5,"['CHN\xa0201', 'CHN\xa0205']"
1157,CHN,203,5,"['CHN\xa0202', 'CHN\xa0206']"
1158,CHN,204,5,"['CHN\xa0103', 'CHN\xa0106', 'CHN\xa0201']"
1159,CHN,205,5,"['CHN\xa0201', 'CHN\xa0204', 'CHN\xa0202']"
1160,CHN,206,5,"['CHN\xa0202', 'CHN\xa0205', 'CHN\xa0203']"
1161,CHN,301,5,['CHN\xa0203']
1162,CHN,302,5,['CHN\xa0301']
1163,CHN,303,5,['CHN\xa0302']
1164,CHN,305,4,['WR\xa0121']
1165,CHN,306,4,['WR\xa0121']
1166,CHN,307,4,['WR\xa0121']
1167,CHN,308,4,['WR\xa0121']
1168,CHN,350,4,['WR\xa0121']
1169,CHN,351,4,['WR\xa0121']
1170,CHN,380,4,
1171,CHN,399,1-5,
1172,CHN,399,4,
1173,CHN,400,1-5,
1174,CHN,401,1-21,
1175,CHN,403,1-6,
1176,CHN,405,1-21,
1177,CHN,406,1-21,
1178,CHN,407,1-4,
1179,CHN,408,1-21,
1180,CHN,409,1-12,
1181,CHN,410,1-5,
1182,CHN,413,1-4,
1183,CHN,420,4,['CHN\xa0303']
1184,CHN,421,4,['CHN\xa0303']
1185,CHN,422,4,['CHN\xa0303']
1186,CHN,434,4,['CHN\xa0303']
1187,CHN,436,4,
1188,CHN,437,4,
1189,CHN,439,4,['CHN\xa0420']
1190,CHN,445,4,['CHN\xa0422']
1191,CHN,452,4,
1192,CHN,480,4,
1193,CHN,482,4,
1194,CHN,500,1-5,
1195,CHN,503,1-6,
1196,CHN,507,1-4,
1197,CHN,508,1-21,
1198,CHN,510,1-5,
1199,CHN,513,4,
1200,CHN,520,4,
1201,CHN,534,4,
1202,CHN,536,4,
1203,CHN,537,4,
1204,CHN,545,4,
1205,CHN,552,4,
1206,CHN,580,4,
1207,CHN,582,4,
1208,CHN,601,1-10,
1209,CHN,603,1-16,
1210,CHN,605,1-16,
1211,CHN,606,1-16,
1212,CHN,607,1-6,
1213,CHN,609,1-12,
1214,CHN,623,5,
1215,CHN,624,5,
1216,CHN,625,5,
1217,CINE,110,4,
1218,CINE,111,4,
1219,CINE,151,4,
1220,CINE,198,1-12,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
1221,CINE,199,1-5,
1222,CINE,230,4,
1223,CINE,260,4,
1224,CINE,265,4,
1225,CINE,266,4,
1226,CINE,267,4,
1227,CINE,268,4,
1228,CINE,270,6,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
1229,CINE,320,4,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'ARTD\xa0256', 'CINE\xa0270', 'J 208', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
1230,CINE,335,4,
1231,CINE,340,4,
1232,CINE,345,4,
1233,CINE,350,4,
1234,CINE,360,4,
1235,CINE,362,4,
1236,CINE,365,4,
1237,CINE,370,4,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267', 'ARTD\xa0256', 'CINE\xa0270', 'JCOM\xa0220']"
1238,CINE,381,4,
1239,CINE,399,1-5,
1240,CINE,401,1-12,
1241,CINE,404,1-12,
1242,CINE,405,1-5,
1243,CINE,407,1-5,
1244,CINE,408,1-12,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'ARTD\xa0256', 'CINE\xa0270', 'JCOM\xa0220', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
1245,CINE,410,1-5,
1246,CINE,411,4,"['JCOM\xa0201', 'JCOM\xa0411']"
1247,CINE,420,4,['CINE\xa0320']
1248,CINE,425,4,"['CINE\xa0260', 'ENG\xa0260', 'JCOM\xa0201', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267', 'ARTD\xa0256', 'CINE\xa0270', 'JCOM\xa0220']"
1249,CINE,426,4,"['JCOM\xa0201', 'CINE\xa0260', 'ENG\xa0260', 'ARTD\xa0256', 'CINE\xa0270', 'JCOM\xa0220', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
1250,CINE,440,4,
1251,CINE,486,4,
1252,CINE,490,4,
1253,CINE,508,1-12,
1254,CINE,510,1-5,
1255,CINE,511,4,
1256,CINE,540,4,
1257,CINE,586,4,
1258,CINE,590,4,
1259,CINE,605,1-16,
1260,CLAS,110,4,
1261,CLAS,111,4,
1262,CLAS,188,4,
1263,CLAS,199,1-5,
1264,CLAS,201,4,
1265,CLAS,202,4,
1266,CLAS,301,4,
1267,CLAS,302,4,
1268,CLAS,303,4,
1269,CLAS,310,4,
1270,CLAS,311,4,
1271,CLAS,314,4,
1272,CLAS,330,4,
1273,CLAS,399,1-5,
1274,CLAS,401,1-21,
1275,CLAS,403,1-12,
1276,CLAS,405,1-21,
1277,CLAS,407,1-5,
1278,CLAS,408,1-12,
1279,CLAS,409,1-12,
1280,CLAS,410,1-5,
1281,CLAS,503,1-16,
1282,CLAS,507,1-5,
1283,CLAS,508,1-12,
1284,CLAS,510,1-5,
1285,CLAS,601,1-16,
1286,CLAS,605,1-16,
1287,CLAS,606,1-16,
1288,CLAS,607,1-5,
1289,CLAS,608,1-16,
1290,CLAS,609,1-12,
1291,CLAS,610,1-5,
1292,CLAS,611,4,
1293,CAS,199,1-5,
1294,CAS,399,1-5,
1295,CAS,401,1-12,
1296,CAS,402,1-5,
1297,CAS,404,1-12,
1298,CAS,407,1-12,
1299,CAS,409,1-12,
1300,CAS,410,2,
1301,CAS,417,2,
1302,CAS,507,1-12,
1303,DSGN,196,1-2,
1304,DSGN,198,1-2,
1305,DSGN,199,1-5,
1306,DSGN,399,1-5,
1307,DSGN,401,1-21,
1308,DSGN,404,1-12,
1309,DSGN,405,1-21,
1310,DSGN,406,1-12,
1311,DSGN,407,1-5,
1312,DSGN,408,1-21,
1313,DSGN,409,1-12,
1314,DSGN,410,1-5,
1315,DSGN,507,1-5,
1316,DSGN,508,1-21,
1317,DSGN,510,1-5,
1318,DSGN,604,1-12,
1319,DSGN,605,1-16,
1320,DSGN,606,1-16,
1321,DSGN,608,1-16,
1322,DSGN,609,1-12,
1323,CDS,201,4,['WR\xa0121']
1324,CDS,401,1-12,
1325,CDS,405,1-3,
1326,CDS,406,1-12,
1327,CDS,407,1-3,
1328,CDS,409,1-12,
1329,CDS,410,1-6,
1330,CDS,430,2,
1331,CDS,431,3,['CDS\xa0430']
1332,CDS,442,4,
1333,CDS,444,4,"['CDS\xa0442', 'CDS\xa0450']"
1334,CDS,450,4,"['LING\xa0150', 'WR\xa0122', 'WR\xa0123']"
1335,CDS,455,4,
1336,CDS,457,4,
1337,CDS,458,4,['CDS\xa0457']
1338,CDS,460,4,['CDS\xa0450']
1339,CDS,462,4,['CDS\xa0470']
1340,CDS,470,4,['CDS\xa0442']
1341,CDS,503,1-15,
1342,CDS,507,1-3,
1343,CDS,510,1-6,
1344,CDS,542,4,
1345,CDS,544,4,
1346,CDS,550,4,
1347,CDS,557,4,
1348,CDS,558,4,
1349,CDS,560,4,
1350,CDS,562,4,
1351,CDS,570,4,['CDS\xa0542']
1352,CDS,601,1-9,
1353,CDS,603,1-16,
1354,CDS,605,1-16,
1355,CDS,606,1-16,
1356,CDS,607,1-3,
1357,CDS,608,1-16,
1358,CDS,609,1-12,
1359,CDS,610,1-5,
1360,CDS,620,1-2,
1361,CDS,621,2-7,
1362,CDS,622,2-7,
1363,CDS,623,3,
1364,CDS,624,1-15,
1365,CDS,625,1-15,
1366,CDS,627,2,
1367,CDS,631,1-3,
1368,CDS,649,4,
1369,CDS,651,4,
1370,CDS,652,4,
1371,CDS,654,4,
1372,CDS,656,3,
1373,CDS,657,2,
1374,CDS,660,3,
1375,CDS,663,4,['CDS 662']
1376,CDS,665,4,
1377,CDS,706,1-12,
1378,CDS,707,1-5,
1379,CDS,708,1-16,
1380,CDS,709,1-16,
1381,CDS,710,1-5,
1382,COLT,101,4,
1383,COLT,102,4,
1384,COLT,103,4,
1385,COLT,198,1-2,
1386,COLT,199,1-5,
1387,COLT,211,4,
1388,COLT,212,4,
1389,COLT,213,4,
1390,COLT,231,4,
1391,COLT,232,4,
1392,COLT,301,4,
1393,COLT,302,4,
1394,COLT,303,4,
1395,COLT,305,4,
1396,COLT,360,4,
1397,COLT,370,4,
1398,COLT,380,4,
1399,COLT,390,4,
1400,COLT,399,1-5,
1401,COLT,401,1-21,
1402,COLT,403,1-12,
1403,COLT,405,1-21,
1404,COLT,407,1-5,
1405,COLT,408,1-21,
1406,COLT,410,1-5,
1407,COLT,415,4,
1408,COLT,440,4,
1409,COLT,450,4,
1410,COLT,460,4,
1411,COLT,462,4,
1412,COLT,470,4,
1413,COLT,503,1-16,
1414,COLT,507,1-5,
1415,COLT,508,1-21,
1416,COLT,510,1-5,
1417,COLT,540,4,
1418,COLT,550,4,
1419,COLT,560,4,
1420,COLT,562,4,
1421,COLT,570,4,
1422,COLT,601,1-16,
1423,COLT,603,1-16,
1424,COLT,605,1-16,
1425,COLT,607,1-5,
1426,COLT,608,1-16,
1427,COLT,610,1-5,
1428,COLT,613,4-5,
1429,COLT,614,5,
1430,COLT,615,5,
1431,COLT,616,5,
1432,COLT,618,5,
1433,CIT,281,4,['CS\xa0111']
1434,CIT,381,4,"['CIT\xa0281', 'CS\xa0110']"
1435,CIT,382,4,['CIT\xa0381']
1436,CIT,383,4,['CIT\xa0382']
1437,CIT,405,1-4,
1438,CS,102,4,
1439,CS,110,4,
1440,CS,111,4,['MATH\xa0101']
1441,CS,122,4,['MATH\xa0101']
1442,CS,196,1-2,
1443,CS,198,1-2,
1444,CS,199,1-5,
1445,CS,199,1-5,
1446,CS,210,4,['MATH\xa0112']
1447,CS,211,4,['CS\xa0210']
1448,CS,212,4,['CS\xa0211']
1449,CS,299,1-5,
1450,CS,313,4,"['CS\xa0210', 'CS\xa0211', 'CS\xa0212', 'MATH\xa0231', 'MATH\xa0232']"
1451,CS,314,4,"['CS\xa0210', 'CS\xa0211', 'CS\xa0212']"
1452,CS,315,4,['CS\xa0313']
1453,CS,322,4,"['CS\xa0210', 'CS\xa0211', 'CS\xa0212']"
1454,CS,330,4,['CS\xa0314']
1455,CS,332,4,['CS\xa0330']
1456,CS,333,4,['CS\xa0212']
1457,CS,372,4,"['CS\xa0212', 'DSCI\xa0345', 'MATH\xa0342', 'DSCI\xa0372']"
1458,CS,399,1-5,
1459,CS,400,1-5,
1460,CS,401,1-16,['CS\xa0313']
1461,CS,402,1-2,['CS\xa0313']
1462,CS,403,1-12,['CS\xa0313']
1463,CS,404,1-4,['CS\xa0313']
1464,CS,405,1-12,['CS\xa0313']
1465,CS,406,1-2,['CS\xa0313']
1466,CS,407,1-5,['CS\xa0313']
1467,CS,408,1-21,['CS\xa0313']
1468,CS,409,1-12,['CS\xa0313']
1469,CS,410,1-5,
1470,CS,413,4,['CS\xa0315']
1471,CS,415,4,['CS\xa0330']
1472,CS,420,4,['CS\xa0315']
1473,CS,422,4,['CS\xa0313']
1474,CS,423,4,['CS\xa0422']
1475,CS,425,4,['CS\xa0315']
1476,CS,429,4,"['CS\xa0313', 'CS\xa0314', 'CS\xa0330']"
1477,CS,431,4,['CS\xa0330']
1478,CS,432,4,"['CS\xa0330', 'CS\xa0415']"
1479,CS,433,4,['CS\xa0415']
1480,CS,434,4,['CS\xa0433']
1481,CS,436,4,['CS\xa0330']
1482,CS,437,4,['CS\xa0433']
1483,CS,441,4,['CS\xa0330']
1484,CS,443,4,['CS\xa0313']
1485,CS,445,4,"['CS\xa0315', 'CS\xa0330']"
